industry,cleantext,rating
AZM,I have had a pass for over 11 years. So worth it. Any chance we have to go to the zoo we go! Love our Cincinnati Zoo!!!,5
Museum,"During winter, it's a very nice museum to go when it's a rainy day or it's snowing. Good place to go with your family",5
Museum,Amazing Museum! All the dinosaurs! SUE and MAXIMO. All the exhibits are amazing. 3d show was great. Highly recommend.,5
Museum,"Had a wonderful time! The exhibits were very interesting, including Africa and Sue the dinosaur!",5
Museum,I absolutely had a blast here. I wish i had more time to see everything. I am definitely coming back when i have more time. Ancient Egypt is definitely my favorite part. So many cool mummies and artifacts.,5
Aquarium,"(Translated by Google) A very familiar place, really very nice. (Translated by Google) A very familiar place, really very beautiful.",5
AZM,"Best place to visit for experiencing sea life , like aquarium",5
Airport,"Clean. Not crowded.  Safe . Good food choices.

Weird giant  red rabbit hanging from the ceiling will no doubt haunt my dreams tonight",5
Aquarium,"It's a really awesome place. We spent around 3 hours here, but you can easily spend more if you walk slower. Lots of variety of fish and sea life. Some of the tanks are a little murky but hey what can you do.",5
Museum,Sweet little spot to kill some time.  Tickets weren't expensive.,5
Museum,"This was a super fun time. Lots of really detailed figures including actors, musicians and even horror movie characters. Plenty of opportunities to take photos with them and a good time for children and adults alike. Definitely check it out if you are in the area.",5
Aquarium,Great place my kids enjoy there self each time we visit.,5
AZM,Fantastic experience designed for keeping young children's attention with enough content to keep adults attention too,5
Airport,Great easy airport. Needs hotel though!!!!!,5
Airport,Very busy airport. Security lines move quickly though. Great connections through Delta. Bathrooms typically clean.,5
AZM,Very nice zoo. The animals are very well cared for and have a nice habitat.,5
AZM,It was cool. My wife and I went for zoo brews. It was awesome but most of the animals were asleep.,5
Airport,Hartsfield's staff are amazing. They are very helpful and personable. Thank you to Tricia on the Delta side for your great customer service.,5
Airport,"Though there’s sauce sorry if construction that prevented me from getting my steps in by walking to baggage claim, there employees directing traffic at the train were pleasant and friendly which made up for the minor inconvenience.",5
Aquarium,Amazing place even for adults. Recommended 100% for all ages. The dolphins show was amazing.,5
Aquarium,Great experience and service great for kids and wonderful animals,5
Aquarium,"This aquarium and it's research/conservation efforts are wonderful!  My favorite room is the whale shark tank, I could just sit in there all day!",5
Theme Park,Visited seven years ago. Only mountain in Atlanta metro. Fantastic to climb as well as for hiking. They also had cable cars. Good views of the city. The sculpture of general Lee(?) was good for picture taking. Parking fee and the cable car had a fee to ride,5
AZM,Not the most vegan thing I’ve ever done (insert guilt) but I went for the rides and for the kids.,5
AZM,"Clean, large animal enclosures, fun for the whole family.",5
Airport,The Sky Train and Plane Train are two different things. Both run smoothly.,5
AZM,Always a wonderful experience. Can't wait to see the new stong-ray exhibit!,5
Aquarium,"Traffic was rough, but it was worth it! Our 1 year old loved it!!! It was fun for us too! We would definitely come back!",5
Zoo,The best customer service by Denise!   She helped me with some tickets I was unable to use.  She went above and beyond and is an asset to the zoo!,5
Aquarium,"Brought my one year old and while he still couldn't interact with everything, he loved watching all the movements and colors. Highly suggested for kids of all ages.",5
Museum,"Soooo much fun!! My husband and I went and we had a ball on all 3 levels!! The wax museum, saving Hannah, and the outbreak were all fun!!",5
Zoo,Great elephant show. Beautiful atrium exhibits and perfect zoo layout and traffic flow.,5
AZM,Super cool place to visit... Kids very much enjoyed it. Staff for the most part were friendly nice and helpful. Only had issues with one person on the staff. Kids were able to pet stingrays and star fish...,5
Airport,This was a nice airport. It was clean with lots of store/restaurant options.,5
Museum,"Wow. So much to see. Great place to learn about NASA and past, present, and future.
Needed 2 days to go through it but we'll worth it.",5
Aquarium,Took myself on a date to the  shedd_aquarium and my inner child had me tearing up practically the entire time. Absolutely magical. ✨ 🌊,5
Museum,Fun place to take family members visiting from out of country or out of state,5
Museum,I had 4 hours to spare one day and gave the museum a go! It was so big and full of so many amazing things. I didn’t even get through all of it before I needed to go! Highly recommend. So fun.,5
Aquarium,An amazing place to take your kids.They offer self portraits for a reasonable price and they have great food and great attractions.,5
Museum,Thank you for being a supporter of the local community Hollywood Wax Museum!  We appreciate the businesses which give back to charities such as ours.,5
Museum,"Amazing family friendly place! Fun for all ages, and great service.",5
Theme Park,"I Love it here. My family and I always looking forward to coming here with the great service they provide. Great if you have kids, they provide glow up toys to help you enjoy the show your seeing or just the park in general.",5
AZM,Wonderful visit. Guaranteed! Every time. Love their Christmas lights. Have had a couple family member work there. Always seemed happy with what they do. The love of animals shines through,5
Garden,Gorgeous. The gem of Denver. I enjoy this garden more than any other I've visited. They make it easy to access and there are so many ways to appreciate the space through the year. Very inviting. Excellent location.,5
AZM,Wonderful day to enjoy our beautiful desert and the animals. Easy to get around and all of the employees were very nice.,5
AZM,Hands down one of the best attractions in the Coachella Valley. Maybe the world. Great community involvement.,5
AZM,great place to take the kids. lots of walking paths to tire them out. lots to see worth the journey.,5
Museum,"Nice exhibits!
So much to see and explore in the museum.  Nice exhibits and a fun place for all ages.  Don't miss Discovery Zone with young children.",5
Airport,"I continue to discover different areas of this airport that I love. It's one of the cleanest, most spacious and well-signed airports in the US. Easy to navigate and a pleasure to stroll through. Well done, MSP. I heart MSP and think you will too! Until next time...",5
AZM,"Fun experience
So much fun, tons of things for kids to do! My son liked the bed of nails and rope climbing. We went for a school field trip and I definitely think we'll be back.",5
Museum,"Fun for Everyone
Loved everything about it!!! It was just my daughter and I, and we had a blast. We used the props to take pictures with. Just all around a great time! 10/10 recommend!!!",5
Theme Park,"Family Fun
Mini golf is a family favorite!  Our grandkids live go play. A vacation top choice!  Stars is no exception. In a great location it caught their attention quickly. Always popular, try to go early to have an easy 18. Great motif with some tricky holes!",5
Aquarium,"A must-do when visiting Charleston
Very nice aquarium with friendly staff and educational exhibits. Regardless of age, young or old, there is something to enjoy here and it is worth the visit!",5
Museum,"100%
My daughter and neice  had an awesome time at sky wild!   The equipment was great! The staff was super attentive but not always hovering over them!  They were always available for help and suggestions and just let them have space and time to do all the activities!   Will deifnitly be back!",5
Museum,"Superb
Brilliant - I needed the whole day and even then could have gone back the next day. Hugely informative with excellent features for both young and old alike.",5
Theme Park,"Good experience
Stayed at the Pirate Hotel, our 4 year old loved it! Super nice to be able to walk over. Was pretty slow our first day so very nice to be able to get on rides easily. Look forward to coming back! Gardens are gorgeous too, definitely take time to walk through!",5
AZM,"Love the animals 💕
Wow!  What a great experience.  Spacious so easy to view the animals and they look so well taken care of.  A must to see!  Safe travels my friends!",5
Attraction,"Fun
It was so fun. My son had fun but thought most rides were for babies. It did close early and we loved that it was not a busy day we got to get on almost everything except for the very baby rides and he is 7 YO",5
Attraction,"Great day
Great place for little kids!!  lots of play areas for kids to relax.  food options are decent . Pack more snacks . It was not busy on Friday . We had a great time",5
Attraction,"Great family trip to Legoland
Legoland was a great trip. Our five and two year old absolutely loved it. The hotel was enchanting for them and made our stay easy. We forgot our own stroller, and the rental stroller at the park worked great. Rent a double stroller if you want room to store a bag.",5
Attraction,"First Timers!
As a first timer we loved it. The hotel was amazing! Rooms were perfect. You can't hear any noises from the inside/outside. I slept like a baby as the bed was so comfortable. Park was such a good experience as well. Kids enjoyed every second of it.",5
Attraction,"VIP is worth it!
I did a solo dad trip with my 3 and 5 year old kiddos and we decided to do a VIP tour. We had Terri P. as our guide, and she made the day absolutely incredible. Bar-none the kids’ favorite day of the trip. We will for sure be back to see Legoland and Terri again.",5
Attraction,"First Timers
Easily one of the cleanest neatest hotels I’ve been at. Easy checkin/checkout. Even the elevators were a treat with the music! Big enough park for a nice full day of excitement. Staff were amazing and kind.",5
AZM,"Day at the zoo
I was very impressed this zoo! they have a lot to do to keep the whole family busy for the day with rides as well as educational purposes. My daughter and I had a great time, and I will be going back! It is cheaper to buy your tickets on-line.",5
AZM,"Amazing
Wonderful place to visit with many animals from over the world very well located and detailed informations on each animals",5
Airport,Lots of food options and places to sit.,5
Aquarium,I loved it. I’m going to keep it short and sweet but I had a great time would definitely recommend! Worth the hour drive!!!!,5
Theme Park,"Yet another well managed and run venue from Dolly Parton. Beautiful accommodations, friendly and professional staff, with out of this world views.",5
AZM,The aquarium is amazing! It's bigger and nicer than I expected it to be when I was walking passed all the small tanks at the beginning. You will not be disappointed.,5
Zoo,We had a great time!  The 4d theater was a lot of fun :),5
Museum,"Great as always, the special exhibits are great.  Wonderful couple of hours.",5
Aquarium,"Always fun to be here.
I had gone with my 3month old this time so I had to use the nursing room a few times. It was very neatly kept.",5
Theme Park,"Great fun for the whole family! I grew up going to amusement parks, and this is the best one in my opinion. It's beautiful to just stroll through with landscaping and greenery; has a wide selection of booths and vendors; the food is amazing!",5
Aquarium,Love this place.  Season pass is worth it if you have younger kids.,5
Aquarium,Amazing aquarium. There is so much to see. If you are in GA you must stop here.  Easy parking a lots to do inside. Food court is very good too,5
AZM,Love this zoo! It gets busy in the mornings but afternoons are great.   Beers are reasonably priced for the desperate parents of the world who just want a little edge off 😅 had a beautiful time here with the fam.,5
Aquarium,Great experience. I would suggest getting there early. It's a lot easier to enjoy it before the crowd gets there at noon,5
Museum,"The 45 min ""blue"" tram is free and great to take kids on. The whole museum is very interactive with lots of stuff for the kids to touch and do",5
Aquarium,This aquarium is well worth the price of admission.  They have many different species of fish I have never seen in others.  I was highly impressed.,5
Aquarium,Took a friend from out of town. His first visit. We loved it. Went at 11AM and it was perfect. So impressive.,5
Theme Park,Always a fun time. Not crowded and good wait times.,5
Theme Park,Kids Love this place. The pool has a really cool spiral slide. Lots of fun!!,5
Attraction,"Adult with adult child
Mini land. Especially seeing all the new San Diego Icons.  Not quite open but still lots already done.  Also liked the Dinosaurs they added to New York mini land",5
Airport,"Smaller than most . Easy to find everything and get to any location quickly. Security is even smoother here. Unlike Atlanta and a fee others, you can go smoke outside pretty quick and get back in. Great drink and book selection.",5
Theme Park,Enjoyed watching hubby drool over the incredible vehicles!!!!!,5
Aquarium,Today was my first time going to the aquarium. The dolphin & sea lion performance was awesome. Loved it. Plus I got in free since it is my birthday 😊,5
Airport,I got off one airplane and got on another.  100% success in objective purpose.,5
AZM,Spent most of the day and enjoyed it. Not very many people so we were able to spend time at each exhibit without being rushed. Will be back again soon.,5
Theme Park,There's so much stuff to see there you can't see it in one day.,5
Museum,Super cool place!! The statues look real life like. Kids very much enjoyed this place!,5
Airport,(Translated by Google) More than excellent (Original),5
AZM,"Very fun and interesting. The boys have a lot of fun. You do it in 2 hours. On the top floor they have Coney Park games, on floors 1 and 2 there is a lot of science.",5
AZM,Loved it! Very interactive visit to a very complex Madame Tussauds,5
Theme Park,"Best liquor store in DeKalb by far !
Real nice employees and owner !!
R.R.",5
Aquarium,My favorite aquarium I have ever been to. It’s such an amazing place. We all truly loved it. I highly recommend,5
Airport,The cabin and ground crew were efficient and helpful.,5
Museum,Family friendly kid friendly and interesting. I went with my kids and sis and found it to be fun and interesting,5
Museum,It is very cute and it is beautiful 💜 that place falls in love 😍 💕,5
Airport,"With the volume of passengers, TSA is amazingly efficient. Got through amazingly fast and had time to spare.",5
AZM,Been here many times . I enjoyed spending time with my kids,5
Theme Park,"Best place to take your children. Definitely a family place. They do no allow profanity, and the rides are great. Our favorite amusement park.",5
Garden,I've been here a couple of times. Going in summer is the best time. Everything is beautiful and well groomed.,5
AZM,So well planned...lots of people no waiting as abundance of food stations and oodles of drink stations tucked throughout the park.  Lovely evening!,5
Theme Park,"Extremely pleasant people, nice restaurant and Starbucks. Rooms are comfortable and clean. Plus easy access to the park!",5
AZM,A must visit destination guys 👍👍 it's beautiful ❤️,5
AZM,Lots of animal and interactions.  Reasonable prices,5
Zoo,"Been at many zoo's, but our is still the best for sure.",5
AZM,"Amazing zoo, had lots of fun and saw most of the animals",5
Zoo,"The Zoo was Amazing
I took my Baby Boy and Family
Great place and friendly greeters!",5
Theme Park,Be ready for a fun day of non stop adventure with new experiences daily. Hands down best time in the Smokies. 1st day back 23 season. Dolly's in the park!!,5
Airport,Very clean and plenty places to eat.,5
Aquarium,"Shedd aquarium, Chicago.
🐋Shedd combines the best of early 20th-century “age of aquariums” characteristics—a diverse, global animal collection surrounded by eye-popping architecture—with 21st-century advances in animal care, environments and interpretation.",5
Museum,"(Translated by Google) Magnificent place, everything that the space center has is impressive, highly recommended (Original) Magnificent place, everything that the space center has is impressive, highly recommended",5
Aquarium,"Ngl, spending almost $40 for an aquarium sounds ridiculous, but when I got there it was worth it. Hippos, penguins, shark walks. All of it, was an amazing experience. Great Date idea.",5
AZM,"Fun time for the family!
This aquarium has many interesting exhibits. They highlight the interesting facts about the different organisms, and you are able to get up close and observe! The best part was the tidepool which allowed us to gently touch stingrays and sea anemones!",5
Museum,This is the third time I’ve been there and every time gets better,5
Aquarium,"Lots of fun with the family they have amazing fish albino, alligators, and even whale sharks it’s breathtaking",5
Aquarium,"A little crowded, but with good reason. The main tank is breath taking. I would go early and beat the crowds",5
Aquarium,Fantastic aquarium. The scale is unlike anything I've experienced before. And the whale sharks and giant turtle are beautiful!,5
Aquarium,so many fish and jellyfish and sea otters and jellyfish and axolotls and jellyfish 🪼,5
AZM,"(Translated by Google) They are well organized by theme, and there are many aquatic species, so I didn&#39;t notice the time passing. (Original) It is well organized by theme and there are many aquatic species, so I watched it without realizing that time was passing.",5
Aquarium,"Had a weekday date here with my lovely girl. We had a great time, loved the dolphins display, and fun sea lion show! We definitely recommend coming here with anyone under the sun! It has something for everyone and I am sure you would enjoy the lively atmosphere and great sights!",5
Museum,"(Translated by Google) I recommend buying the City Pass.
It is a great saving.

(Original)
Recomiendo se compre el City Pass.
Es un gran ahorro.",5
Aquarium,I saw Whale Sharks and Hammerhead Sharks. If I saw nothing else it still would be better than the National Aquarium in Baltimore.,5
AZM,"My friends and I and our kids came here a couple weeks ago and we loved it! The jellyfish mirror room was something like I've never seen before, along with so many seahorses together. We loved it.",5
AZM,"Great for young kids, lego themed adventure playground with lego store at the end",5
AZM,(Translated by Google) it&#39;s fun The Little Mermaid is the best pick (Original),5
AZM,"Must palce visit, if you're fan of celebrities of all around the world.
You can find some of bollywood actress and actor including Amitabh Bachan, Aliya Bhatt and many more.
Best way to reach there using santosa express and then use staircase next to ropeway it's fun to reach there using walking.",5
AZM,(Translated by Google) The figures are very realistic. Even the look is alive (Original) The figures are very realistic. Even the look is alive,5
Aquarium,"Bought a membership to take my granddaughter for fun. She really enjoyed it. The aquarium is always clean, staff is friendly and helpful.",5
Attraction,Pretty cool place for the kids. My wife and I enjoyed all of the cool sets,5
Aquarium,You know I love the GA aquarium what an amazing place and the new shark exhibit was outstanding. Just check out these photos. I still love ocean voyager but the sharks were very impressive.,5
Aquarium,My son loves it here and so do I. Definitely going back again,5
Aquarium,"(Translated by Google) Amazing variety of fish

(Original)
Asombrosa variedad de peces",5
Museum,My kids loved this place.  Very interactive and great for all ages,5
Aquarium,Overnight sleepover was awesome! Steve is the best guide!,5
Zoo,Love the zoo we’re members. Great place to go on a sunny day,5
AZM,(Translated by Google) Very wonderfully beautiful (Original) Very wonderfully beautiful,5
Theme Park,This park is a good time; and so family friendly!!!,5
AZM,(Translated by Google) Nice day and visit....attentive staff....would recommend it (Original),5
Museum,Absolutely amazing museum. The dinosaur exhibits are endless and informative. Very much so kid friendly,5
Museum,Buy the VIP tour that includes the neutral buoyancy pool.  We got to see the Saturn IV Rocket and it was amazing.  We spent the whole day here and loved it.,5
Airport,"I was pleasantly surprised by the organisation and service of this airport. Despite being huge it is never chaotic, the officials are professional and the people are very helpful! See you soon again",5
Theme Park,We went a few days ago. Wonderful sunset! Bring flashlight for on the way back down.,5
Museum,"My friend took me here  for my 57th birthday, and I had a ball. I really enjoyed myself. i truly recommend a must go place. I  did expect more wax figures, but I enjoyed the ones that were displayed, like Samuel  L. Jackson 😅👍🏾",5
Aquarium,Honestly I can explain how cool this place was I’m a huge fishing kinda of guy and all the fish I never seen before that were in here blows my mind!!!,5
Museum,"(Translated by Google) Very interesting

(Original)
Muy interesante",5
Aquarium,"Fun place, seated in a nice area with lots to do around.",5
Theme Park,"Dollywood
We really enjoy going to Dollywood. We love the Christian music. It's a great family atmosphere. Love this place I hope it continues to stay the same.",5
Aquarium,"Georgia Aquarium is one of my favorite places to visit in Atlanta, especially if you have never seen a whale shark. Be sure to call and get reservations to see the Dolphin show.",5
Museum,A must for all ages. Question; what everyday uses come from the space program? Go visit the Space Center to find out.,5
Aquarium,We visited aquarium from Canada and by far the best aquarium in north America. Kids and adults enjoyed it equally. Spent the whole day here till it closed and lots of things to do here with kids.,5
Theme Park,Get preferred parking if you can and if not get there about 8am to get close parking. Try Dogs and Taters so amazing. Thunderhead amazing as always and mystery mind. Take it easy and walk slow as you can it is a long walk but worth it.,5
Theme Park,Great place for young children. No waiting in line!!,5
Attraction,"Great for kids
Great place for younger kids. The atmosphere was fun and the place was clean. The workers were all helpful and friendly. I loved all the playgrounds they had to also entertain the kids. Definitely a must do for kids under 10ish.",5
AZM,Always fun to go. I highly recommend getting the gold pass,5
AZM,"Always a fun visit! The kids love the animals and the kids play area.  We have a family pass which is great for a family of four, plus we bring two grandparents.

The zoo is clean and even when busy doesn’t feel too crowded.",5
Museum,"Great place for a family day , things for all ages to do .",5
Museum,Nice I went on a weekday. Wasn't crowded. Went to a restaurant on the Broadway there we had the best waitress in the world. Thanks,5
AZM,"I just love this zoo with my whole heart. Also bonus points for the thoughtfully designed nursing nests! They're so comfortable, private, quiet, and make mammas and babies feel so welcome at the zoo.",5
Museum,Loved the Field museum.  So much to see! Highly recommended purchasing tickets online and avoid the line. Give yourself plenty of time to sight see.,5
Airport,"(Translated by Google) Super Efficient Airport, Delta&#39;s Base (Original) Super Efficient Airport, Delta&#39;s Base (Original)",5
Airport,(Translated by Google) very efficient airport (Original) very efficient airport,5
Aquarium,"Loved seeing the sea turtle and the poison dart frogs, highly recommend",5
Aquarium,I loved ittt amazing experience!! Even better if you go in the morning when there's a lot less people,5
Airport,Delta had very nice attendants to help expedite the check-in process.,5
Aquarium,"Amazing! Many memories with our kids we’ll cherish forever. “Hey kids, remember that one time we sat in the splash zone at the dolphin show?” 😂😂",5
AZM,"We come from STL where it’s a free zoo, so we were a bit sticker shocked…BUT this place is amazing, especially for toddlers! It was clean and there were A LOT of different animals to see. Also a few rides and a play area to switch things up. Lots of water features. Awesome layout of the zoo!",5
Airport,"*Nice airport.
*Helpful staff to get you where you need to be.
*Efficient
* convenient",5
Theme Park,We stayed there at Christmas and it was incredible. It’s wow factor when you walk through the front door is second only to the Waldorf Astoria in New York City,5
Airport,Easy access and pick up although transport to and from airport could be lengthy if you don’t hit right. There is a bonus no ticket necessary your license plate and credit card to exit.,5
Attraction,"Love going there during a week, short lines. Tons of things to do. Applefries are the best!",5
Zoo,Been here twice now highly considering a season family pass so we can go back even more!,5
Airport,Quick shuttle for international.,5
Aquarium,"Great aquarium. Lots to see. I normally prefer zoos, but this is better than the Atlanta zoo. You can watch whale shark feedings, see a seal show, a dolphin show, etc.

There is also a banquet on the reverse side of the whale tanks for special events.",5
Airport,"Beautiful , clean and easy to navigate",5
Aquarium,Loved the Sea Life Busan Aquarium. A great escape from the beach on a hot day! Super fun for all ages!,5
AZM,"Well worth the price of admission.  Amusement park feel while indoor, kid friendly from toddler up to teenager as well.  Definitely coming back, thank you!",5
Theme Park,"Great for all ages
CleanSomething for everyone Good food reasonable Shows all over the park which resembles a park in the mountains",5
Theme Park,We had a blast at Legoland! We went for 5 days total and were able to ride everything multiple times. Much more laid back than Disney. Kids had such a good time. Can't wait to go back!,5
Theme Park,"Wonderful experience!
My family and I had such an amazing visit at legoland today! My boys are 10, and daughter is 12 and they all loved it. The rides were fun, the water show was entertaining, the staff was very friendly, the prices were reasonable and the lines were short. I highly recommend it!",5
Aquarium,I love the aquarium. I've done the small dice and will always visit when I am in town,5
Attraction,First time here! My family had so much fun! We didn't finish the whole park... definitely a two day trip!,5
AZM,Amazingly maintained. Good for visit with family. Can spend around 1.5 to 2 hours.,5
Museum,Beautiful ❤️ my Granddaughter and I love it. I seen a lot of different animals I didn't know about which made it very interesting,5
Museum,So much space history from the past 50 years. This place is definitely worth a visit.,5
Aquarium,Lovely displays in a natural setting. Very confusing layout of walkways.,5
Sports,"This is much more interactive than the NFL Hall of Fame we went to in Ohio. I loved all the helmets on display. Great videos and presentations. Anytime a place of business gives free tickets for Veteran's, it's almost an automatic 5 stars, thank you!",5
Airport,Open mall area is very nice. Shops are more unique than average airports. We'll organized and easy to get around,5
AZM,"(Translated by Google) Children like it very much, the place is not too big (Original) Children like it very much, the place is not too big (Original)",5
Airport,"ATL airport is huge and can be intimidating to navigate, but hey I made through.
Everything is well marked and the TSA, gate staff all very accommodating! Well done",5
Theme Park,"A nice place for families, friends, and anyone can go to enjoy the nature.",5
AZM,"Daughter loves this place and literally doesn't wanna leave. The next day we came to Siam Paragon and she insisted to go again (but we had other plans 😅). Great place for kids and adults, especially with the convenience that it's in a mall linked to BTS. Spent 2hrs here",5
AZM,"Cincinnati Zoo is terrific.  The botanical are diverse, rode the train. The hippos put on quite a show for us!",5
Aquarium,"We had an amazing time. The staff was very friendly and knowledgeable.  Our 4 year old  grandson was very standoff with the touch pool, and the lady worked with him without making him feel bad.",5
Aquarium,"Our kids loved it!
The Dolphin show was the best!!!",5
AZM,Delivered to the zoo. Shipping and receiving staff was very friendly and unloaded me quickly.,5
AZM,As always a great place to bring the family for a day of adventure,5
AZM,This place is awesome 🤩  We have been there numerous times! The employees are super nice. Especially Paul! We had a birthday party there yesterday and Catherine the party coordinator was so helpful! …,5
Theme Park,Our family loves Dollywood.  Lots.of rides and variety.,5
Airport,"Best side to check in baggage is international Terminal
However you must be flying DELTA AIRLINES",5
Theme Park,"I love hiking up the mountain, the views from the top are amazing.",5
Aquarium,Tyler in the Predators of the Deep exhibit was great! He was very friendly and knowledgeable.,5
Sports,"Time well spent
Really enjoyed the experience. Great history and memorabilia. See the movie! There are activities throughout the museum for kids.",5
Attraction,Good family fun for small kids and Lego enthusiasts.,5
Zoo,Nice and easy walk. Love the elephant entertainment. ❤️😊,5
Zoo,Had a great time visiting the Point Defiance Zoo. Next we're going to check out the Woodland Park Zoo here in Seattle. #zoo,5
Museum,Wow not what I thought. It was amazing loved it. Went on a trip with the school. So I need to go again with my family to see other thing's we missed.,5
Museum,"Day @ Wonderworks
Wonderworks had a lot to do for ages. My favorite part was the 4D ride. It has hours of fun and imagination.",5
Museum,"The perfect place to take any aspiring astronaut. There's lots to see with the two different free tram yours and one paid tour that you can purchase with admission.
Plenty of activities for kids and lots of neat things for anyone of all ages to see and explore.",5
Museum,My daughter & I had a wonderful time. We hope to be back soon.,5
Aquarium,(Translated by Google) What a beautiful place to visit (Original),5
AZM,"I had a lot of fun and cool experience. Hehe
I met Leonardo Dicaprio in person even though he’s a wax 😂 and the rest of them, such amazing arts!",5
Aquarium,"My little guy loves going here. Food is good, exhibits are well maintained. Great day trip out for everyone.",5
Aquarium,"Always a great time. Schedule 2-3 hours and buy tickets in advance. Great for kids, teens, adults, seniors, pretty much everyone. They even have a dolphin show. But for my money, the beluga whales are the main attraction.",5
Aquarium,We had a good time and spent about three good hours. Preteen and teenager enjoyed their time and was engaged throughout the exhibits.,5
AZM,"Wonderworks
The rope challenge and the arcade room is amazingThe entire experience  was awesome The beginning is trippy on the bridge",5
AZM,"Awesome!
Everything was clean and in working order! We had tons of fun! Probably the best indoor edutainment place!",5
AZM,Had a blast here! We went home from vacation and my son is still asking to go here! Affordable and fun!,5
Theme Park,"Had Ana amazing time. We were there during week day, so there were barely any lines for rides . We had a blast",5
Theme Park,Great get away for my son's 10th birthday. Had a great time. Will be back soon.,5
AZM,Good place to visit with kids. There is also a play area for kids.,5
AZM,The most informative and dun aquarium.  Was in Awe of it all.,5
Museum,"Excellent place to go with visiting friends..

Take a tram tour..  see backstage and the speaker shares important info about NASA..",5
Museum,"(Translated by Google) I loved it, an excellent place to take many photos, very large and varied. (Translated by Google) I loved it, an excellent place to take many photos, very large and varied.",5
Theme Park,It was such a great experience for kids and adults. The park is super clean and the staff is very friendly (thank you “Yaya” for your welcoming).,5
AZM,"(Translated by Google) It was empty on weekdays, so I enjoyed it enough.",5
Aquarium,Standing🕴️at the shore🌎 is where I must be⛳️. A day well spent at Vancouver Aquarium ❤️‍🔥❤️‍🔥🫶 vanaqua,5
Aquarium,"Great aquarium. Lots to see. I normally prefer zoos, but this is better than the Atlanta zoo. You can watch whale shark feedings, see a seal show, a dolphin show, etc. There is also a banquet on the reverse side of the whale tanks for special events.",5
AZM,(Translated by Google) Very beautiful and a sweet experience 🤍🤍🤍🤍. (Original) Very nice and a nice experience 🤍🤍🤍🤍.,5
AZM,The zoo has a great variety of animals to see. Parking is convenient and prices are very reasonable.,5
Aquarium,(Translated by Google) The mermaid show and sharks were impressive (Original),5
Garden,"While Mike's name tag boldly states ""Security"", he went out of his way to provide Excellent Customer Service and we had a great time. Thanks again, Mike!",5
AZM,"Always a great way to spend your day. Besides the wonderful animals and desert plant life, there are several walking trails of different experience levels.",5
AZM,Mostly shaded areas. Which is great if you are not used to the weather. Had a great time.,5
Airport,"5 star airport.  Fly there, they have a cool tram.",5
Museum,(Translated by Google) I couldn&#39;t see most of it because it was close to closing time. It was a facility that I wanted to see for a whole day!,5
AZM,"Best and a very unique place to know more about Singapore culture the beauty of this beautiful country and the way they expressed it was just mesmerising, Do visit here if you come to Singapore.",5
Museum,"(Translated by Google) A place to spend the day Without hiding the explosion scene of the Challenger As expected of the USA, what is some red country? What is some red country",5
AZM,"What a fun place, alot for the kiddos to do and see, so many beautiful animals and the place is kept immaculate. Perfect place for a family day out together. On a weekend or even a weekday I’d off from school.",5
AZM,We love the zoo and have been visiting since we were children. Our children now come with their children and we love watching the grandchildren enjoying the animals. What a perfect family day!,5
Aquarium,Love the displays here. They are doing great things for conservation. Definitely something everyone should see when in town.,5
AZM,Came especially to see Shoebill Cranes. They are wonderful.,5
Aquarium,"We came on a field trip with my daughter's school, so much fun.",5
Theme Park,"Great first day experience!
Heading back for a few more!",5
Airport,Clean airport. Plenty of choices for eateries and other stores to view,5
Theme Park,Love SDC! The atmosphere is always pleasing. Roller Coaster heaven.,5
AZM,"There is so much types of fish and so on to see and experience them doing there thing , it's a great experience, I recommend it",5
Airport,"Great layout, clean, and easy to navigate!",5
Museum,Huge museum. So much to do and so little time. Field deserves a multi-day trip!,5
Theme Park,We always have so much fun. This was the first time for my husband and our kids absolutely love it.,5
Museum,"It was crowded, yet flowed smoothly. Wax displays are amazing! Look forward to returning in the future.",5
Aquarium,"Excellent venue for events...great good, space, customer service...very concierge...",5
Aquarium,Absolutely 💯! Entertaining but very educational! We loved it! …,5
Museum,If you are techie or space fan you have arrived! Want to go back to Apollo 11? You got it. See a fully restored NASA control! Always wanted to fly the shuttle? Get right up to the cockpit. It is what’s great about America,5
Airport,"Wonderful staff, easy to navigate,  great  shops. Just a great little international airport !!",5
Theme Park,"It was awesome
It was awesome for 5 year old fan of Peppa. Rides were so awesome too. Nice spot to watch movies and rest and play. Need some shady areas on hot sunny days. Daddy Pig roller coaster was the best.",5
Attraction,"Fun and Memorable
Absolutely Amazing! Legoland did not miss a detail. My 3 and 5 year old had the time of their life and staying at the Castle Hotel added to the experience. We will be back!",5
AZM,The Lowry park zoo is beautifull and lovely place to go with your kids.,5
Museum,Very interesting and informative visit. Displays were awesome! Makes you feel History recreated 💖,5
Aquarium,Went to a private event at Georgia Aquarium and got a behind the scenes tour. It was a great experience,5
Museum,A blast for the whole family the box office worker and birthday party host Malcolm truly made the experience of a lifetime for my kiddos! Such a wonderful learning fun experience. Highly recommend!!! Definitely will be back!!!,5
Aquarium,"Kids thrilled.. beautiful sunny day, family time. Go in morning. Tickets worth it.",5
Aquarium,Great experience! Went on a Monday and it wasn’t super busy.,5
Museum,We had a great time! We had fun at all the exhibits,5
Aquarium,We always come for the kids birthdays! The new exhibits are always exciting for both the parents and kids!,5
